pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.068 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.845 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.724 
pidigits ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.7 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.162 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.026 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  1.153 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.968 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.88 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.756 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.659 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.679 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.645 
reverse-complement ; 0.000000000000000000, 0.000000000000000000,  ,  ,  0.645 
pidigits ; 0.018295288085937500, 0.013015747070312500, 0.002258300781250000,  ,  1.089 
pidigits ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.772 
pidigits ; 0.018035888671875000, 0.014343261718750000, 0.000549316406250000,  ,  0.657 
pidigits ; 0.021316528320312500, 0.017257690429687500, 0.000640869140625000,  ,  0.932 
pidigits ; 0.025070190429687500, 0.015838623046875000, 0.004364013671875000,  ,  0.881 
pidigits ; 0.019653320312500000, 0.015823364257812500, 0.000534057617187500,  ,  0.829 
pidigits ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.647 
pidigits ; 0.019439697265625000, 0.015701293945312500, 0.000549316406250000,  ,  0.615 
pidigits ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.61 
pidigits ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.647 
mandelbrot ; 0.017105102539062500, 0.013320922851562500, 0.000549316406250000,  ,  1.007 
mandelbrot ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.659 
mandelbrot ; 0.017974853515625000, 0.014450073242187500, 0.000518798828125000,  ,  0.613 
mandelbrot ; 0.018585205078125000, 0.014953613281250000, 0.000534057617187500,  ,  0.633 
mandelbrot ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.665 
mandelbrot ; 0.019271850585937500, 0.015548706054687500, 0.000549316406250000,  ,  0.653 
mandelbrot ; 0.017776489257812500, 0.014190673828125000, 0.000534057617187500,  ,  0.642 
mandelbrot ; 0.000000000000000000, 0.000000000000000000, 0.000000000000000000,  ,  0.619 
